generacion, id, cromosoma, valor 1,valor 2,valor 3,valor 4,valor 5,valor 6,valor 7,valor 8,valor 9,valor 10,valor 11,valor 12,valor 13,valor 14,valor 15,valor 16,valor 17,valor 18,valor 19,valor 20,valor 21,valor 22,valor 23,valor 24,valor 25,valor 26,valor 27,valor 28,valor 29,valor 30,aptitud_individuo, valor_esperado, promedio_generacion
0,86,101010110010000111111001010000011101010100100100001101001100110010000110000001111010101011100100000010001111100111010010101110100100010001001001110110011100110000101011000000110111110101000111111000000010100010001010100100111100011011101011100101100000010110011111001100000011100000000100010100000000011000000101011111000001101001110100111111001011110111011011010011001010100111011101001000,10.1123,-15.1959,-28.2859,4.2449,-12.0022,-27.1798,25.0189,-22.4405,28.557,-9.54096,-25.9858,25.5244,15.6355,-28.3665,-10.7862,-29.707,2.47955,-1.67379,10.8668,-29.3481,26.9601,-3.73947,-25.3119,-18.712,-0.911977,-11.5773,26.9454,25.7002,17.4887,13.6577,7.98803e+08,1.61306,4.95211e+08,
1,27,110000100110100001011000011110111000000111000011100111011000110000101111101001111011010001111000100011110000101011100000011000001100010100010010001000110000011101011101011110010000011001001101100111111101111001101011011001001000101001110110010000000111001001011011110101001111110110010111011100001111000111011000000100011100010011001001000001010011001110110010100001110000001100000011110000,15.5695,-27.4142,25.7881,22.9239,20.807,-7.66573,25.5756,16.053,-27.4509,-27.1652,-25.246,-25.8979,-2.38432,26.733,4.54523,29.7583,-4.83091,4.05445,20.8656,-16.6024,14.3682,28.8719,21.6201,3.46112,-25.8393,5.89305,-25.1288,20.9242,-3.70284,-28.242,8.15778e+08,1.57493,5.17977e+08,
2,27,110000100110100001011000011110111000000111000011100111011000110000101111101001111011010001111000100011110000101011100000011000001100010100010010001000110000011101011101011110010000011001001101100111111101111001101011011001001000101001110110010000000111001001011011110101001111110110010111011100001111000111111000000100011100010011001001000001010011001110110010100001110000001100000011110000,15.5695,-27.4142,25.7881,22.9239,20.807,-7.66573,25.5756,16.053,-27.4509,-27.1652,-25.246,-25.8979,-2.38432,26.733,4.54523,29.7583,-4.83091,4.05445,20.8656,-16.6024,14.3682,28.8719,21.6201,3.69552,-25.8393,5.89305,-25.1288,20.9242,-3.70284,-28.242,8.1578e+08,1.5574,5.2381e+08,
3,27,110000100110100001011000011110111000000111000011100111011000110000101111101001111011011001111000100011110000101011100000011000001100010100010010001000110000011101011101011110010000011001001101100111111101111001101011011001001000101001110110010000000111001001011011110101001111110110010111011100001111000111111000000100011100010011001001000001010011001110110010100001110000001100000011110000,15.5695,-27.4142,25.7881,22.9239,20.807,-7.66573,25.6928,16.053,-27.4509,-27.1652,-25.246,-25.8979,-2.38432,26.733,4.54523,29.7583,-4.83091,4.05445,20.8656,-16.6024,14.3682,28.8719,21.6201,3.69552,-25.8393,5.89305,-25.1288,20.9242,-3.70284,-28.242,8.16523e+08,1.54783,5.27528e+08,
4,26,111101001111100010011010010000001101111110110110111111100110111001011100010001111101011100000111101011100000000110011011101110100101000100101100010100010010110101000101000001010000101111110000111001100110010011111110010101111010000101001110010110100001001101110110101100110100011000111001001011100011111001111000001111010111110111011000011110011100110011100100001010001000111100111101101010,27.4216,-25.4804,-29.1869,21.4443,24.1179,13.2548,27.6047,-15.5988,-29.6264,-2.04004,-13.8994,-20.492,19.7668,-27.6413,29.121,-18.0161,29.6118,27.2311,-16.5438,-27.7219,-4.87486,2.91906,-12.2952,27.1359,-15.5915,13.8408,24.1912,-3.26334,2.09864,-1.0951,8.36954e+08,1.54583,5.41426e+08,
5,26,111101001111100010011010010000001101111110110110111111100110111001011100010001111101011100000111101011100000000110011011101110100101000100101100010100010010110101000101000001010000101111110000111001100110010011111110010101111010000101001110010110100001001101110110101100110100011000111001001011100011111001111000001111010111110111011000111110011100110011100100001010001000111100111101101010,27.4216,-25.4804,-29.1869,21.4443,24.1179,13.2548,27.6047,-15.5988,-29.6264,-2.04004,-13.8994,-20.492,19.7668,-27.6413,29.121,-18.0161,29.6118,27.2311,-16.5438,-27.7219,-4.87486,2.91906,-12.2952,27.1359,-15.5915,13.8555,24.1912,-3.26334,2.09864,-1.0951,8.36968e+08,1.53485,5.45311e+08,
6,39,000111111100101111000010010001111101110010110000110000110110000100000111000100111011110001010110101111011001010011011001000000001010100000101111111011111111000111101101100010100010001110110110000000011111110000010100010110000110000110001100101010011101010111100111000001001010111100010111000011100101110011101101111111101110110110000010111111001101100000110101011000000011011101100111111110,-22.5504,-1.80564,-22.6309,-9.28458,-17.3276,-26.689,26.0371,12.6395,4.88951,-22.4844,7.67306,28.1248,-22.7701,-25.2533,25.6709,-26.2788,-25.2314,-27.1432,-18.1333,25.0702,-3.68087,-7.92943,15.8406,24.2425,29.7509,11.3356,27.048,-23.7444,-29.1942,18.7413,8.51354e+08,1.51649,5.61399e+08,
7,39,000111111100101111000010010001111101110010110000110000110110000100000111000100111001110001010110101111011001010011011001000000001010100000101111111011111111000111101101100010100010001110110110000000011111110000010100010110000110000110001100101010011101010111100111000001001010111100010111000011100101110011101101111111101110110110000010111111001101100000110101011000000011011101100111111110,-22.5504,-1.80564,-22.6309,-9.28458,-17.3276,-26.689,24.1619,12.6395,4.88951,-22.4844,7.67306,28.1248,-22.7701,-25.2533,25.6709,-26.2788,-25.2314,-27.1432,-18.1333,25.0702,-3.68087,-7.92943,15.8406,24.2425,29.7509,11.3356,27.048,-23.7444,-29.1942,18.7413,8.40195e+08,1.47502,5.69617e+08,
8,77,000111111011010000110000000000010100011001010111111100111111100011110110110001010001000110011011000000001111111000001010001011001011000011000110000011101101001100110111001111001010111110101111001101011100111011001000110101111100010001101110001001000001110010010000001111110100010001111111110111110001111100010101111111011001001111101001100000001011110110111101100111011011110010011000100011,-22.5723,1.41008,-28.806,-19.6936,-15.108,25.6782,-13.9727,20.6312,29.5458,-13.6943,15.7307,-28.2639,-17.9429,-1.55659,25.268,10.8888,17.0712,28.2566,13.2621,-26.6524,-29.077,2.10597,28.0735,28.2859,29.436,-0.655598,-29.3114,22.2207,21.5175,-18.4922,9.03379e+08,1.55654,5.80378e+08,
9,77,000111111011010000110000000000010100011001010111111100111111100011110110110001010001000110011011000000001111111000001010001011001011000011000110000011101101001100110111001111001010111110101111000101011100111011001000110101111100010001101110001001000001110010010000001111110100010001111111110111110001111100010101111111011001001111101001100000001011110110111101100111011011110010011000100011,-22.5723,1.41008,-28.806,-19.6936,-15.108,25.6782,-13.9727,20.6312,29.5458,-13.6943,15.7307,-28.2639,-17.9429,-1.55659,25.2607,10.8888,17.0712,28.2566,13.2621,-26.6524,-29.077,2.10597,28.0735,28.2859,29.436,-0.655598,-29.3114,22.2207,21.5175,-18.4922,9.03335e+08,1.58456,5.70085e+08,
