generacion, id, cromosoma, valor 1,valor 2,valor 3,valor 4,valor 5,valor 6,valor 7,valor 8,valor 9,valor 10,valor 11,valor 12,valor 13,valor 14,valor 15,valor 16,valor 17,valor 18,valor 19,valor 20,valor 21,valor 22,valor 23,valor 24,valor 25,valor 26,valor 27,valor 28,valor 29,valor 30,aptitud_individuo, valor_esperado, promedio_generacion
0,11,000001001000110110011111100010101100110000010011100000110111010011111111101110000001010011100001001001100100110110011010111001101111001001110010001010110000000101000000010110111111001010101111000100010111001000100111010111111011111111000001101011100000111000001110101010011011011000000110111010001100000001100001101010011011101000010110110110110110001101000101100100011000000101000111010100,-28.9379,12.178,-19.8767,-27.7146,-17.0419,29.8755,-28.7767,-27.8464,-11.8117,-8.23709,17.2983,-24.9603,-25.3119,13.101,10.2588,2.71395,-20.7777,28.1248,-28.4251,-28.3592,24.9896,-4.67708,13.643,-29.2895,9.78269,-14.3316,-4.32548,8.15651,-24.3597,3.43182,8.57105e+08,1.76122,4.86653e+08,
1,11,000001001000110110011111100010101100110000010011100000110111010011111111101110000001010011100001001001100100110110010010111001101111001001110010001010110000000101000000010110111111001010101111000100010111001000100111010111111011111111000001101011100000111000001110101010011011011000000110111010001100000001100001101010011011101000010110110110110110001101000101100100011000000101000111010100,-28.9379,12.178,-19.8767,-27.7146,-17.0419,29.8755,-28.7767,-27.8464,-11.8191,-8.23709,17.2983,-24.9603,-25.3119,13.101,10.2588,2.71395,-20.7777,28.1248,-28.4251,-28.3592,24.9896,-4.67708,13.643,-29.2895,9.78269,-14.3316,-4.32548,8.15651,-24.3597,3.43182,8.57111e+08,1.64978,5.19529e+08,
2,11,000001001000110110011111100010101100110000010011100000110111010011111111101110000001010011100001001001100100110110010010111001101111001001110010001010110000000101000000010110111111001010101111000100010111001000100111010111111011111111000001101011100000111000001110101010011011011000000110111010001100000001000001101010011011101000010110110110110110001101000101100100011000000101000111010100,-28.9379,12.178,-19.8767,-27.7146,-17.0419,29.8755,-28.7767,-27.8464,-11.8191,-8.23709,17.2983,-24.9603,-25.3119,13.101,10.2588,2.71395,-20.7777,28.1248,-28.4251,-28.3592,24.9896,-4.67708,13.643,-29.5239,9.78269,-14.3316,-4.32548,8.15651,-24.3597,3.43182,8.59615e+08,1.62914,5.27651e+08,
3,11,000001001000110110011111100010101100110000010011100000110111010011111111101110000001010011100001001001100100110110010010111001101111001001110010001010110000000101000000010110111111001010101111000100010111001000100111010111111011111111000001101011100000111000001110101010011011011000000110111010001100000001000001101010011011101000010110110110110110001101000101100100011000000101000111010101,-28.9379,12.178,-19.8767,-27.7146,-17.0419,29.8755,-28.7767,-27.8464,-11.8191,-8.23709,17.2983,-24.9603,-25.3119,13.101,10.2588,2.71395,-20.7777,28.1248,-28.4251,-28.3592,24.9896,-4.67708,13.643,-29.5239,9.78269,-14.3316,-4.32548,8.15651,-24.3597,3.43914,8.59615e+08,1.5831,5.42994e+08,
4,11,000001001000110110011111100010101100110000010011100000110111010011111111101110000001010011100001001001100100110110010010111001101111001001110010001010110000000101000000010110111111001010101111000100010111001000100111011111111011111111000001101011100000111000001110101010011011011000000110111010001100000001000001101010011011101000010110110110110110001101000101100100011000000101000111010101,-28.9379,12.178,-19.8767,-27.7146,-17.0419,29.8755,-28.7767,-27.8464,-11.8191,-8.23709,17.2983,-24.9603,-25.3119,13.101,10.2588,2.71395,-20.7484,28.1248,-28.4251,-28.3592,24.9896,-4.67708,13.643,-29.5239,9.78269,-14.3316,-4.32548,8.15651,-24.3597,3.43914,8.59503e+08,1.55304,5.53433e+08,
5,11,000001001000110110011111100010101100110000010011100000110111010011111111101110000001010011100001001001100100110110010010111001101111001001110010001010110000000101000000010110111111001010100111000100010111001000100111011111111011111111000001101011100000111000001110101010011011011000000110111010001100000001000001101010011011101000010110110110110110001101000101100100011000000101000111010101,-28.9379,12.178,-19.8767,-27.7146,-17.0419,29.8755,-28.7767,-27.8464,-11.8191,-8.23709,17.2983,-24.9603,-25.3119,13.101,9.79001,2.71395,-20.7484,28.1248,-28.4251,-28.3592,24.9896,-4.67708,13.643,-29.5239,9.78269,-14.3316,-4.32548,8.15651,-24.3597,3.43914,8.59343e+08,1.53864,5.58508e+08,
6,11,000001001000110110011111100010101100110000010011100000110111110011111111101110000001010011100001001001100100110110010010111001101111001001110010001010110000000101000000010110111111001010100111000100010111001000100111011111111011111111000001101011100000111000001110101010011011011000000110111010001100000001000001101010011011101000010110110110110110001101000101100100011000000101000111010101,-28.9379,12.178,-19.8767,-27.7146,-16.9247,29.8755,-28.7767,-27.8464,-11.8191,-8.23709,17.2983,-24.9603,-25.3119,13.101,9.79001,2.71395,-20.7484,28.1248,-28.4251,-28.3592,24.9896,-4.67708,13.643,-29.5239,9.78269,-14.3316,-4.32548,8.15651,-24.3597,3.43914,8.59094e+08,1.5471,5.55293e+08,
7,11,000001001000110110011111100010101100110000010011100000110111110011111111101110000001010011100001001001100100110110010010111001101111001001010010001010110000000101000000010110111111001010100111000100010111001000100111011111111011111111000001101011100000111000001110101010011011011000000110111010001100000001000001101010011011101000010110110110110110001101000101100100011000000101000111010101,-28.9379,12.178,-19.8767,-27.7146,-16.9247,29.8755,-28.7767,-27.8464,-11.8191,-8.23709,17.1811,-24.9603,-25.3119,13.101,9.79001,2.71395,-20.7484,28.1248,-28.4251,-28.3592,24.9896,-4.67708,13.643,-29.5239,9.78269,-14.3316,-4.32548,8.15651,-24.3597,3.43914,8.58875e+08,1.56375,5.49241e+08,
8,48,000001111110110010010111110000110001111001000011100001111000001111110111010101111110010110010100101111011110100011110001100011100001111101110100001010111100000001100101101010000001111001010111000000111110011011110111111101111110011111011000101010100011110001101011011010000111011011100011010111011011010110110100111101111110000100011001010000011110111000001010010110010110001111011011000000,-28.1467,4.45001,-27.0773,-22.0889,-1.82029,25.9419,28.4544,8.88902,24.6014,-18.3384,-0.509095,-24.8724,-28.513,-11.1964,5.10194,-22.6895,28.1174,29.2968,-6.87462,-22.9239,12.7787,25.7295,20.492,10.6983,28.1028,-21.7592,-28.1907,-28.7914,5.21182,12.6615,8.84258e+08,1.61803,5.46502e+08,
9,48,000001111110110010010111110000110001111001000011100001111000001111110111000101111110010110010100101111011110100011110001100011100001111101110100001010111100000001100101101010000001111001010111000000111110011011110111111101111110011111011000101010100011110001101011011010000111011011100011010111011011010110110100111101111110000100011001010000011110111000001010010110010110001111011011000000,-28.1467,4.45001,-27.0773,-22.0889,-1.82029,25.8247,28.4544,8.88902,24.6014,-18.3384,-0.509095,-24.8724,-28.513,-11.1964,5.10194,-22.6895,28.1174,29.2968,-6.87462,-22.9239,12.7787,25.7295,20.492,10.6983,28.1028,-21.7592,-28.1907,-28.7914,5.21182,12.6615,8.83492e+08,1.55972,5.66445e+08,
