generacion, id, cromosoma, valor 1,valor 2,valor 3,valor 4,valor 5,valor 6,valor 7,valor 8,valor 9,valor 10,valor 11,valor 12,valor 13,valor 14,valor 15,valor 16,valor 17,valor 18,valor 19,valor 20,valor 21,valor 22,valor 23,valor 24,valor 25,valor 26,valor 27,valor 28,valor 29,valor 30,aptitud, valor_esperado,
1,39,011100100001100100111110110000111010110111001000000110110000011011100001011010111111011000000101100111011110100010000011000101101100001101000001101101001100100010001011011101111101111110100000011101000100001110110100100001010110000101001000010001111000111111110110111000100000101111111011101011001100100110000010111011111011100110000100101010001010000010000000011001011011100110011110011111,-3.25601,-20.6605,-26.5572,23.4513,11.3503,15.6648,29.4213,-19.4738,24.4988,-6.83067,-26.9528,21.1879,2.04004,26.1909,24.4036,7.99536,12.3099,10.354,-22.2427,16.8734,-4.1863,-24.389,25.1288,-12.1707,26.1909,-18.6168,8.09059,-14.9542,-8.53009,-15.7087,5.61604e+08,1.16934,
1,12,110101111111011101001010100001011010110010010010000000001111111011011110011110011101111010111110111111101010110000101010101010010100100100010001111100011000111001110001001101111110100001001010101100110100011101110010010011111101011000101110001001010011010101101010011011000110100011000010101011100100010100100111110101101010011110101101110100111100111110110100111101001011110010101100011100,20.6165,24.6893,-24.682,-12.8885,-26.2715,14.2876,-1.95214,28.1174,10.354,-10.0391,-21.5029,28.3079,24.1619,-3.79075,-25.6269,6.14943,-3.21206,28.7767,13.2621,6.25931,9.0868,19.1076,10.2149,-20.3382,20.3089,27.5974,-11.4308,21.2099,-12.2366,-9.16738,5.60396e+08,1.16682,
1,37,100000101110111011110000110011110011010101011111100000101001011101011001001010101100110100000011010100011101100011111010111111010101000110011110100010011111101000001000011101110001111101110110100110000100011111110110101100011001011010101011100011100010000101001101000000110111011101010010100001010110110000111111111111001011110001011111110000111010010111001010100000111101001100001001010110,0.684898,22.0596,-15.7453,11.1964,-20.2869,11.7971,12.0168,-23.781,20.8583,-7.57783,-13.4819,-13.8335,7.62178,25.8393,21.9497,15.5256,27.8244,-18.0894,10.8375,-26.103,18.7999,25.9346,7.81956,-7.03577,29.2382,2.80918,-26.5865,23.737,-15.6574,-25.6196,5.54644e+08,1.15484,
1,94,000100100001101001101011011110111110001001110100111110011100010000000111111101111101000011010110010001111001101100101101111100010000101111010011000010111010010101101000100000010001110010000100010011111001001101001101101100001110001001110000001001111011000100000001111100110000100110011110001101001001110111000001001001011001101100100010110010110011101110011101011010100111010001010111000000,-25.7588,-11.8557,26.147,-16.2947,6.62556,-26.2715,27.2384,11.7751,6.36919,14.566,-18.9171,1.36613,-9.71676,-29.4799,-22.25,-0.794775,-11.7898,-23.3708,15.1447,20.7484,-22.6895,-25.4951,3.08021,25.7954,-21.1879,-6.47906,-19.4738,18.4483,9.204,10.7862,5.5176e+08,1.14884,
1,58,001100100011110011101110011100010101110000100100001100010011011000110101011111110111001101111001001000000010100011011110011011100000110011110111000011101100110000110011100110111001000001000111100001111011011001000110110001000110111100111000000001000101111111011011010001100110110001100100000011010110111000011000000010100010110100100110011101101001010111111110010001100011011111100110101110,-18.2285,6.9845,16.2801,-25.7588,-25.4584,-4.92614,21.7666,17.1151,-20.4261,18.2285,-17.8476,1.73239,15.76,-17.0785,-25.81,-15.5402,-13.4159,3.25601,22.5211,-18.7706,12.2806,20.8143,-29.2162,-3.57099,-27.6193,8.62532,21.1732,29.8022,-6.68417,18.1553,5.50063e+08,1.14531,
1,85,100100110000001111001001011110100011110111110001000001010110010000011101001011100101111111111101110111100000110001000101110101001011000001001111111101111101100010100110110010000110110000000011110111000110010001011000101100110010001000110111011001001010101111000100001101010000011101001001101010110111011001110100111010011010011011110010111100110001111011101110101111001110110001011010000000,4.45733,-1.60054,24.6014,28.2493,-9.78269,-16.324,5.62202,26.0078,-27.1286,13.7309,15.2912,29.0477,2.44293,3.9519,-29.7802,23.2389,-9.21133,-6.50104,21.9351,-9.87059,-14.2217,-26.5865,-4.95544,12.1047,24.7625,22.1182,17.9282,-2.02539,18.4629,12.1927,5.47418e+08,1.1398,
1,87,000100110010100100110011010101000010010011101111010001000001101011110010101010000010011111100110110010000111111111111110000110101111100101100100110001010001100001101011100000001010110111111010110010110101110011011010101110011110010100000001111111110110000010001111100001111101110001001000010011010110100011010101010110100000010000000011111100001001011001101011000011100110011000101110100010,-25.5097,-20.9974,-11.1159,-1.95947,-14.6099,23.7517,-27.6633,-17.2836,-0.00366256,15.7893,23.8103,-6.90392,1.57856,-29.685,-0.303992,-8.69857,21.2685,-15.7893,-28.1321,11.3136,28.242,13.2621,-25.4658,-13.4379,-8.90368,0.113539,15.5549,-17.4594,24.0007,-8.18581,5.45646e+08,1.13611,
1,60,010111100010001001110111101111001011111000011100101000110110101110001100111100000111000111010111100001000010010101100011011101110111111001110110101101010011111001001110111110010111110101110111001111010000110110000010100011111010001011101100000000000111100110000110011001010010101010111110110000001010111000000100011110000010010111101011111001111101010000001101111000100000100110101110001110,-7.93676,-11.4968,26.9528,-26.6451,-17.1737,-23.9348,-23.3341,14.0972,-21.2392,-4.00317,28.5643,-8.7645,23.6565,26.9528,-8.01734,24.4769,0.596997,27.2751,11.255,-15.76,-6.01758,-9.96582,11.2917,-3.71749,-1.84227,14.4122,7.34343,-28.3738,-22.3599,-8.33232,5.44859e+08,1.13447,
1,89,010000111101110001010011100110011111101010000110100101010100111100100001011111010011111110111011101010010000100111001000001011101101100011010010001111111100101011010100001000011010001101011101101000111001111111001100010101110011100011111101111011010000010010111001111000011110001000011001001000000001110101111011101000010111111111010100000100110011100000001110001110111110001011100011001110,-14.0972,2.45025,-5.644,-14.229,-10.0903,-14.3023,-11.2697,21.8691,-27.7072,-28.6302,-6.72812,-22.5284,10.6104,-14.2364,20.492,-23.2096,17.8916,24.1692,28.0588,0.553046,7.05775,15.9871,-13.1229,25.2826,7.84886,28.7181,-11.9802,-28.3372,14.5733,16.5145,5.43898e+08,1.13247,
1,66,001111011110110101110011100100000111110011111011000110101011011000100101101110010100010000110101000011001011000101010111000001011010101101111001100110000000110111100111010010010001101111101111100001110100110110101001101110000111011011000000100110000110111001010000101101011110000010001111110001011010000101100010101111000101011100110010111011101001110011010101111100100101010101100100111010,-15.489,10.8888,-14.544,-0.575021,10.1709,-12.3172,-11.006,9.46771,11.5627,22.6676,10.7569,17.8183,22.1402,4.26688,29.0404,-16.3094,9.78269,-26.5206,-29.4433,-17.0712,-27.341,15.2619,26.5865,-27.4069,14.1411,23.9934,13.7016,-4.92614,-21.2538,17.3056,5.31567e+08,1.10679,
1,31,111101010010111011110110011110100111010011101000000100111000111010101111001011110011011110101111110010111000000110101000001110000011010101011110010001000100001010111100111011010100100111110111000110100110100011001010010000000101101111101100110011010101101110011010101111001100011000000111101111001100101101001101000011010010011000101000100110011100000001110001110111110001011100011001110100,27.4655,22.2207,24.8065,-2.80186,-16.661,-7.88548,18.2652,-0.384568,0.391894,-28.3592,20.0378,-22.001,-19.7375,21.2318,-0.523746,19.5178,17.4081,-27.3117,12.0022,10.735,10.2661,2.82383,26.0664,-8.80845,-26.9235,16.1922,-5.85643,-16.661,26.5938,-17.8989,5.2913e+08,1.10172,
1,93,100010001000000111100000011110010000100001010011100110011100011001110001010000001011100110110011100110110011101101001111001110101010100010111010001111111101101001110101101111110011100000010011000111001010100111001111000011100111100100101001111000010100011000100110110101001111011110111010110011001100101110010101001111110110111111000001100000101101001001100011110100011010110100010010000000,1.99609,-15.9285,23.4733,-20.2063,6.65487,23.0924,-19.1222,6.76474,-16.1043,24.2205,8.18581,-22.5211,9.22598,-0.362593,-28.8866,23.7444,18.5289,18.5508,9.26261,8.22244,-4.38408,26.125,12.0022,-8.28104,-15.1373,28.176,-27.3556,-18.3018,-23.7151,-21.5615,5.27327e+08,1.09797,
1,25,001000110110000101110101000000101000001000100000000111001001100011010111100011101000101111100111000110010100101100110011011111000111111010001101100110001101100110101000101011010011101100001001010111001110110010011101011001010100000010100001000101111110110101110001001001001000010001011110111110000100111100010011011111101100110001011110000111101110111010100110001000101100001010001000110011,-21.708,-19.0709,-27.6486,-26.2422,17.2397,11.0426,8.20046,-16.6903,-12.3758,-3.85667,28.6449,17.9136,6.22268,-8.80112,15.5476,24.2351,6.88927,9.39446,1.02185,27.8318,-25.7148,-27.9563,14.5513,-1.73239,-0.282017,2.75791,-0.999878,-10.5299,-19.6496,-25.876,5.20934e+08,1.08465,
1,83,010100010010010001111011110000000001011111110010100001100010011100000010001101110101101000010110101011000111100011100011100001100110100101100100100100011000001110000111101010111011100001110011010011111100001001111010101101001011101101101010101111000010111111011101101001111110010001110011010100011001011000011011110000100011100011101000001111110011011000101001100110011110011100101101110010,-10.984,3.62959,-29.9194,28.4251,-6.92589,-28.9672,20.2796,12.515,-1.66646,-3.56367,8.80845,-12.9471,-16.7635,-9.50433,-23.2462,-0.450494,-1.24161,5.49017,10.0684,-24.3963,21.2099,17.0858,19.7815,11.4528,15.5256,-23.2023,29.2675,-25.1288,7.13832,-8.53742,5.14221e+08,1.07068,
