generacion, id, cromosoma, valor 1,valor 2,valor 3,valor 4,valor 5,valor 6,valor 7,valor 8,valor 9,valor 10,valor 11,valor 12,valor 13,valor 14,valor 15,valor 16,valor 17,valor 18,valor 19,valor 20,valor 21,valor 22,valor 23,valor 24,valor 25,valor 26,valor 27,valor 28,valor 29,valor 30,aptitud, valor_esperado,
1,26,111100011100011100001100110100101100100100100011000001110000111101010111011100001110011010011101100001001111010101101001011101101101010101111000010111111011101101001111110010001110011010100011001011000011011110000100011000011101000001111110011011000101001100110011110011100101101110010001000000000000000101100010101100111000001101110010010010011011011111000101101111101110001111111001000111,26.6671,22.88,-12.3904,4.10573,-3.52704,10.9913,-16.4925,25.3486,27.5241,-19.0197,-9.87059,-18.7853,12.4197,4.17165,9.56293,-7.09437,1.02918,-16.3973,28.5277,-20.2503,-15.7307,12.9252,-14.9982,-27.4069,12.0754,-4.14968,-20.8949,23.173,25.8393,26.777,5.08195e+08,1.05813,
1,62,001011010011000111000001000100001001000101110110000111101110100111000110000011000001110111101110101101000100010000001100101110100110100100101111001111001011000110100010111110101100010110111101110101100110011001011100101010011111101101111110000011000001011010010011000111101000110101101000100100000000001100100011100001011011110001110100010010010001000001111000000010010110110001100100000011,-19.4079,-16.8441,-14.4708,13.8408,25.9272,2.83848,-28.2493,-2.42827,-14.0532,5.46087,8.61067,7.11635,-23.8689,27.5534,-3.87865,12.0022,-8.28104,-15.1373,28.176,-27.3556,-18.3018,-23.7151,-21.5615,-24.1179,1.34416,3.40984,-21.5029,-15.9358,5.33634,16.9027,5.0732e+08,1.05631,
1,50,011110000110011100011100010110001010001101101011011000001010010011100011101110110101111110001011100110000101001000111100001101000110000010110010100001100101000100011001011000010010000011100011001101011001010000011110011110000010010000010110110011011011100100011101001101101000001011011011001100110100011111011111111010100011110110100111110100111001110011100010110011011101001101110101011110,-1.78366,23.3341,-6.90392,12.5882,-27.59,16.7489,20.6019,-8.25906,-10.7276,1.53461,0.655598,-14.2583,-25.8833,15.5329,-16.6903,10.4639,-22.858,-28.9452,-8.62532,21.6933,19.5544,-28.6668,18.0088,-15.2399,24.9017,12.4197,-11.614,-3.42449,21.8471,25.0702,5.06755e+08,1.05513,
1,29,111010011011011010100101000010000110000100010111001001111110001000010110101111011100001101100111100011111010111100111001000011110101000110100010001100110001100100010000111001110010001111000111010010110011101011101100011010000100101001111001000101010101110101111001110001000110000100010101111011011000100000100110001110110010000010001111101111100111111011101101010011010111010101011000111011,24.7772,19.8401,-22.1475,2.71395,-0.435844,-19.342,-3.54902,-15.8259,11.0719,-22.0523,-13.4672,-24.0154,3.99585,18.3457,26.6817,-8.94763,25.4145,-27.8244,23.5173,10.9547,6.62556,15.5109,-1.08045,-14.7198,-16.1409,-25.7954,28.5936,-2.19387,20.47,11.6872,4.98275e+08,1.03748,
1,24,001000110010001010000000001011101010001001001010111111111101111101110011111001101110111011110111101011010110011001000100010000100100111111010111000011000001110011100111100010010001110101111100000001010011010101111000010000100111001010001110111011001011111010001110101100101001010001111001000111111101010010100001000110010100111111000100001111111110111100111100000000110000110011001010001111,-21.7666,-11.2477,13.7236,-21.2172,29.5239,24.3304,14.002,14.3975,-6.03223,1.94482,-15.152,1.41741,18.397,-25.7295,-7.73166,-20.2356,-1.81297,-11.6433,-16.009,-7.67306,25.1215,-20.4041,-13.1376,8.68392,-24.074,28.2493,29.9414,7.03577,-18.5655,4.80161,4.96588e+08,1.03396,
1,81,111100000100101101000010010001000110101001111101110011110010010110100101011110110101101100100000100011111001001001101000101111100110100001111011100010100111001100101111010100001101001010101001111001000010111110100111111101110111010100100001001110010000010111011011000110100100011111111001010110101000010000110100011010111011010001110011111110011000101011100111000111111011110110100000000101,26.3228,-5.5561,-25.8613,-15.2619,26.8063,-12.4344,20.3455,-28.9525,4.31815,-24.4256,7.95141,16.2288,-18.0601,7.88548,9.95849,-22.1548,9.36516,25.9346,1.14638,0.684898,11.6359,3.73947,-9.69479,-22.1182,-4.75766,3.39519,23.9495,-2.91906,29.0331,-14.9615,4.96267e+08,1.0333,
1,76,110101011010000010101001101010100000100110010110111011001110001011000000100111011001111000100001101010111101000000011001111001001100110010100011000010111010010101101010100000010001110010000100010011111001001101001101101100001110001001110000001001111011000100000001111100110000100110011110001101001001110111000001001001011001101100100010110010110011101110011101011010100111010001010111000000,20.0745,-25.0336,9.40911,17.6865,18.3238,0.289342,-5.7319,-26.8722,18.7779,-15.7966,-18.1553,1.36613,-9.68746,-29.4799,-22.25,-0.794775,-11.7898,-23.3708,15.1447,20.7484,-22.6895,-25.4951,3.08021,25.7954,-21.1879,-6.47906,-19.4738,18.4483,9.204,10.7862,4.91541e+08,1.02345,
1,38,000001101001001011101100110110101001110011110101111101111010111001100101101001100100111001111001010111101001011000111111101111010100101111110111101101001100000001001111110010100101101000000101011101000010110000100111011000001011101001000111000111011010000101111001011011110000010011011010100110010011101011011010001101111111101001001110100001011010011100110010110110000110011111010110010001,-28.4617,-8.06129,-5.05067,-1.17568,-1.19766,17.6499,4.59651,17.5693,5.21182,28.0515,-18.7853,21.1879,-28.8353,4.85289,0.318642,7.82688,-20.7704,-24.5428,-23.3341,18.9244,5.3803,-27.7292,8.97693,20.3528,-16.8807,-12.6981,-24.7039,5.95898,1.51996,10.4419,4.87008e+08,1.01402,
1,69,011101100000010111110011111010010111000010100000000011111010010100010101010011010010111001100001010000001001110011010011010001001001101110100011011111101100111010011001101001000111011010001110000101100111101111011010111001110010000011111001111101100011010101101100010010110111001010001000011010100001100101100010101011100000101101010110111100110011000000011011110011101001001000110111110111,-2.34037,14.6466,8.8524,-11.2477,28.6742,-20.0159,-12.2806,-27.656,6.75742,-5.49017,-4.09108,14.859,24.7552,-12.9105,8.32499,12.156,21.3051,23.466,24.345,-23.7444,16.1043,23.6931,-23.7883,17.5986,10.7936,-4.95544,17.9941,-26.7477,24.6453,-3.81272,4.86313e+08,1.01257,
1,32,001110000000001100001000011110111000000011011111011000100000110101111101111110010100001001110100111101001110010111000001110101011110010011011011011011011111010011111000000110011010111110000011001111001011011010011010110100010111100001110000011010111110100111101111010011110110000010100110101001100010011000111001001111111111001010100101111110110110101001110010111100101010100010011010001100,-16.8734,-7.25552,25.7881,-3.82005,-22.3086,29.0551,-11.1085,9.29191,23.8542,-16.2361,4.55256,12.8885,-11.3649,-17.9648,22.6895,23.8396,6.28861,-18.9757,15.3937,27.4142,27.4142,15.3058,9.73874,-18.3311,-15.0128,-10.1416,25.7075,-16.5291,-20.0305,-17.7231,4.78541e+08,0.996387,
1,22,111110011010110000101001111100100100110100010111110011010000111101110001010011100110011111101010000110100101010100111100100001011111010011111110111011101010010000100111001000001011101101100011010010001111111100101011010100001000011010001101011101101000111001111111001100010101110011100001111101111011010000000010111001111000011110001000011001001000000001110101111011101000010111111111010100,28.5203,1.22696,17.1591,2.78721,18.9757,23.1144,6.09083,-11.0573,-10.0244,3.9226,19.6862,-2.03272,-14.4268,-14.6612,20.8216,-13.1303,-19.8474,-26.0591,-17.3788,-13.3061,26.9747,13.5405,-0.48712,7.51923,24.2644,26.4986,4.22293,-16.1848,24.4622,29.685,4.76195e+08,0.991503,
1,58,000111100000101110001000011101001110111100010101000110010100000101000001101110111111010001110110100101101000010111010100011100101101010110001011000010010011100110100010111110101000010101110011110000100000001110100111101111101101100110011010000101101101011001001001110001001110101110110011110001000110101000110111001100010001000001100001110001101010110001001011101100111110000100001011101101,-22.9606,-3.50507,19.6276,2.47223,4.70639,0.809425,29.3261,12.3538,1.36613,3.36589,-9.80466,1.08045,6.13478,27.4362,-8.21511,-26.2276,9.31388,21.3783,-5.54145,-4.88951,6.63289,20.4847,26.5132,-10.8448,-18.4996,-27.1359,-23.7444,-21.1293,-15.4523,-24.5135,4.74924e+08,0.988855,
1,99,000110011101100011011000110000011100000000101000100001011110011000011010000110101100110111110010101111110100001100100010111101111110010100010001010010001111110000101000001010001110011010011110111110001011010110010011111001110100111010110001001001010101010110100000000110010111001000110010101011011100111100100100011110101110111110010110000010111011100111010000010011001001010010110000010101,-23.9421,-23.6491,-28.3592,-25.2533,-7.87816,-17.7671,12.0681,5.15322,-14.2657,-7.73898,4.75034,8.55207,15.5915,-10.8302,9.31388,16.3313,4.66243,24.8065,16.075,10.0391,-29.6337,23.5319,10.1856,-1.60786,-1.19033,26.9015,-19.0123,24.4109,17.1811,-7.34343,4.70744e+08,0.980153,
1,41,010001000000001110010011000110101111000111010001011111001110001100101001011001100110111110001111110100011011000100010001010111101000000000110010110010111100100110110000011111000110000111001010101010101011010100111110110100011011000010111011100100010011001101010110101010111111111100111010100000111000010110000100110001011110111111100110010011100011111110011000000111011010000110110000100110,-14.0606,-3.19009,-4.74301,24.5501,18.3311,-10.5958,6.53766,-0.340618,11.5041,-19.7302,-29.8169,-6.12013,6.33256,28.3079,-3.12416,-9.92187,-15.2765,-17.3276,25.8467,6.01758,-4.98474,29.6411,7.70968,-19.6569,16.3899,29.2528,-16.6463,17.8257,21.122,-7.2189,4.69155e+08,0.976845,
1,65,011000001110111101110101101000100010000001100101110100110100100101111001111001011000110100010111110101000010101110011110000100000001110100111101111101101100110011010000101101101011001001001110001001110111110110011110001000010101000110111001100010001000001100001110001101010110001001011101100111110000100001011101101000110110001100000111000000001010001000010111100110000110100001101011001101,-7.28482,25.9492,1.99609,-18.0674,-17.6792,27.1432,-6.73544,14.6832,-19.7815,15.4743,-2.58943,28.9232,18.0601,-4.3621,4.58186,-15.9578,7.06507,-20.1111,23.9421,-14.6466,23.2829,16.1116,-5.68062,-14.3169,8.29569,-7.29215,-29.4067,-27.2384,1.52729,20.2576,4.68498e+08,0.975476,
1,57,111001000010100111010110110111010000011011110111100111101111011111000100010101001011010001000010010101111110111000111110000010101100011110011110110010001101110101000100010001011100001001000010011101100111001011110101110110101111110110011101111101101110010110011011011001010111000000001010011000111101001011101110111010111000011111011101000011010101000100010010001100100111100100010011111011,23.4806,-16.2068,-2.78721,-0.985228,26.1323,2.03272,-19.4372,-25.6123,25.8393,15.3205,-22.858,-6.46441,19.7522,2.6993,3.8933,12.0901,27.6267,-7.5705,-1.90819,-3.09486,12.7347,22.5211,5.8491,5.4975,25.2021,28.9818,-17.518,2.13527,-20.7264,-20.6605,4.65028e+08,0.968252,
1,59,100010111110000010011011110000100001000001110011110101101001100001110010110011011011100010001010000111111010000011101101110100101010001111100001110100010000000111001111110010011100000011100100111010111010001011010110010011110111111010010110100110001110000010001000010010001011101100001111011101001110001100000110000011101111011100011010001000100000011001011101001101001001011110011110010110,2.78721,-25.4365,-28.0662,-16.4266,-5.27042,23.8176,-4.1863,-11.0206,7.71701,13.6723,3.63692,24.4988,-23.2096,4.57453,-16.5877,-8.18581,20.2283,26.2129,-8.81577,-3.68819,1.0658,-2.3184,21.8545,-24.3304,-26.4986,23.2682,1.90087,-19.0783,-12.7787,-15.7746,4.49873e+08,0.936697,
1,82,000010100010100010111110110111000010011101000001001010001010111010001001111001101010111100111110110000011000101110100011101010110011000101000100111000000010100001111011010010101011010111010001010101001100011110011000011100011001000110111011011001100110000110101000001100011011011011001001000000000000000101100010101100111000001101110010010010011011011111000101101111101110001100100100011111,-27.6193,-24.4109,-3.60762,7.63643,2.56013,-25.3632,10.2661,27.6706,2.7286,-2.48688,16.1922,-3.73215,1.80564,5.02136,-2.73593,8.96228,5.7319,-18.2359,25.6928,-18.5582,0.728849,-4.31815,-14.9982,-27.4069,12.0754,-4.14968,-20.8949,23.173,25.832,-12.8959,4.3219e+08,0.899878,
1,34,111000110001010000000100110100111101011010011000010010101100110101100100100000000111111111100110110100011110010011111000011111111101101011110011000000001001001101101110111001110100001001101101110101100010001011100010111100111001000101101011010100010110010111110000110111010110011000000101001011000010001011111110011011111010000111000001110010100100011111100100011100110000111100010110101110,23.2243,0.14284,-11.4015,-12.156,10.5079,17.1151,-22.5064,-17.2177,23.6711,-26.2569,-4.73569,0.0695886,-17.1298,18.4043,6.43511,11.5041,23.195,-3.24136,10.6104,11.9509,-26.7623,17.8257,-12.4124,-24.389,-3.8347,-16.8221,-20.3675,26.777,-18.5289,-19.3493,4.16232e+08,0.86665,
1,98,100000010101111001011110111010100100100001001001010110011011111101010001000000001110000011101111101101010011101101100111110001101110001101110110110100001100110010000000101011000100111101110110001111110101110110100010110111001011001101010001000100111100000000000011001000000000010010000100111000111101000010111011110101110001000110100001111010100101111111110110100010110011101010100100011100,0.318642,17.7817,9.64351,-21.4076,6.55231,7.97339,-16.8221,-0.545721,-16.0823,28.3299,3.24869,-5.53412,16.888,-9.2333,21.9277,28.8133,8.17116,5.25577,-13.9946,22.5064,-18.2798,-27.883,-16.6536,1.37346,20.4114,-17.7597,9.72409,28.8939,12.1121,-12.9178,4.13098e+08,0.860125,
1,77,010111100001011010001000001001101011010101101000100101110101111110101100111111001001011010010100010000010000100001110101011000110001010010110000110101001011000100110010110000110111010011111111101011000000011001101111001010101111010111110011101011000010011111110111100001011011110111110001001110100111110011100010000000111111101111101000011010110010001111001101100101101111100010000101111010,-7.95141,18.9904,6.28861,12.2586,-2.3477,-8.911,-21.1806,7.98071,-28.0222,10.4053,-10.6031,-5.07264,-25.5097,1.62251,-15.0201,-7.4533,-3.94457,-7.79758,18.4483,-25.3193,-1.79099,-0.963252,-11.5773,24.1619,-29.0697,-0.692223,10.4419,24.096,-3.85667,-27.2311,4.12732e+08,0.859363,
1,92,110010110101110001110111010010111001010101011011010011110010010010010100010000101011001010011100011001000110101000100001101000101111000001110011100001101110110101111100100000011110011010000011010010101100010010100001111010011111111110111111100011110100111100010101010010001110101100111011000001010110001100100011100001011011110001110100010010010001000001111000000010010110110001100100000011,17.6645,3.49774,-19.1442,10.6983,26.7916,-20.5067,10.4639,23.2389,-5.12392,-17.7304,15.423,15.8113,20.5799,-29.1137,7.69503,-9.81199,7.95141,-15.0128,29.5898,9.26993,-10.1856,20.2649,15.3205,-24.1179,1.34416,3.40984,-21.5029,-15.9358,5.33634,16.9027,4.08165e+08,0.849855,
1,27,100100101011111111111001101100101101100100011000001001010010111001000111000010010110110000101100100011110001110011000101100110001111001111101011111110100010011110111000000100101111001011100000101010110000010001010100101110011000111001110101100001101110111010010000001110100001011001011010101000101100100001110111101100110001100100001000100010111011001011000110111010000111001010011010010111,4.39141,29.8169,17.6718,2.83116,-10.5738,3.29996,-8.66195,-6.44976,-23.2609,11.9802,18.6754,29.3188,-1.05115,-21.122,13.1669,-9.34318,-10.1416,-18.3311,20.1843,-2.04004,-29.1503,-19.5251,9.54096,-14.1265,11.9802,-22.25,-19.0343,-6.69149,1.68111,-17.6425,4.03631e+08,0.840414,
1,21,101110001010011100110011111101010000110100101010100111100100001011111010011111110111011101010010000100111001000001011101101100011010010001111111100101011010100001000011010001101011101101000111001111111001100010101110011100011111101111011010000000010111001111000011110001000011001001000000001110101111011101000010111111111010100111111001101100101101100100011000001001010010111001000111001010,13.2768,24.0227,19.7375,4.99206,23.4806,27.4216,21.9937,3.8933,3.8347,12.7054,4.2156,17.54,0.985228,3.15346,19.1735,29.2455,10.8888,-15.1227,-5.62202,13.5698,-15.8772,-6.44244,-26.5499,13.6137,29.9267,-15.1886,17.6718,2.83116,-10.5738,3.35856,4.0333e+08,0.839787,
1,43,101001010011000000111001111001000100111011001000111101111100010111000101110010011010111110100011010110101100001110110001001111000001010010100101000010110000011001010001100101101001001111000110101010110110110101111101111101011011000100001001010101100010010010010101010100000111111110101010101101010001101111100110101001101101010011000000111100111110001010111100011111100001000100100111010110,8.72055,-28.3079,4.0398,-6.44976,-0.853376,2.71395,-4.70639,-23.7151,15.8699,-20.7411,-10.6471,1.29288,-6.30326,-19.4225,26.6451,-8.57404,-0.479795,12.6908,-21.2465,-25.7148,-10.0757,29.8462,10.6104,22.316,9.10145,5.65132,18.6461,-7.91478,22.7555,-11.5554,4.02522e+08,0.838105,
1,95,011100110001110001000101110010010110011000000111110111001111000100010011011010011100011100011001101110110111000001000100000000111111010000100101011111101101100000101100101011001010110010100110100100001011100100101100100010100101101111101011011101010110001101011010100000011011010110110101001111110101101100101010110011001011000111101111110111101101000111101100111100010010100111111101111000,-3.02161,2.04737,-21.1879,-29.0844,18.5362,-20.9022,-3.33659,18.2505,-3.68819,0.113539,18.8878,14.8663,0.655598,-9.0575,-20.243,1.35881,-19.5617,-12.3099,10.7423,11.6433,9.40178,-4.82359,-11.2917,20.9388,17.9795,-15.4743,-1.10975,27.7732,-25.6416,29.0111,3.98964e+08,0.830697,
1,46,101010010010101010110011011101101000111111010101010100010001100000101101011000010001100000101100101110101001011101100111011110010000111000101100111010111011101110110001111010011110010110001011010101011111011101101000001010001110001110101100001111011100110001011010010100010110011000000101001011000010001011111110011011111010000111000001110010100100011111100100011100110000111100010110101110,9.65084,-9.74606,21.1513,25.0043,-25.8979,-8.72787,-13.5844,-6.13478,5.48285,26.0518,-16.7122,-2.377,13.8555,19.6423,-6.83799,11.1891,-5.5854,-23.3341,11.4748,23.9495,8.69125,17.8257,-12.4124,-24.389,-3.8347,-16.8221,-20.3675,26.777,-18.5289,-19.3493,3.96028e+08,0.824584,
1,30,100000000001110100010001111010111010100111011010011100101111111000011011000100011010111101111110001111011011010110100111111100001111010011100010011010001000001101011001101011000101111110000010110011000000101001110000110000011101110101011000010011111101111010111011011001000110101010110110011100000001001101111011010000101110111101000100001001100010010000101000010010110011001000110001101110,0.0256379,8.02466,10.9327,25.6049,-18.7779,-17.3129,-4.72104,26.7037,12.5736,29.5605,19.5837,-17.7524,-17.4374,-9.204,22.6676,-7.424,-3.57099,-16.0164,-7.21157,26.103,12.7201,20.0232,6.56696,6.53034,-14.3169,24.4988,5.7612,-25.2826,11.9875,-6.69149,3.95978e+08,0.82448,
1,20,011010110110010000010001111100100100110100010111110111010000111010110110000101100100011110001110011000101100110001111001111101011111110100010011110111000000100101111001011100000101010110000010001010100101110011000111001110101100001101110111010010000001110100001011001011010101000101100100001110111101100110001100100001000100010111011001011000110111010000111001000011010010111111111001000111,-4.83091,0.523746,17.1591,2.79453,18.9684,-4.64778,4.19363,-3.02893,17.9282,-15.2985,27.2604,25.7881,5.5268,22.6602,-7.37273,-10.5738,16.6976,-9.27726,21.8325,-26.6011,11.9143,8.15651,-26.4986,17.9062,0.999878,13.8701,3.24136,-23.3195,19.4518,26.777,3.94038e+08,0.82044,
1,24,111100111011000001100100011100110101000101011100010101011111010101100000010110010101011010011000101100111011000111001110101001000011111001100111000111011000011001010010101100110000000001011011000010011011100001100010001100111110110100000010100100111100101111101101011001011111001010000001110000001101011111111011011010101111010101101110101010000000111011000000101101010011000010110111010000,27.1212,-27.0626,18.1113,10.8229,-7.65841,15.1666,-9.92919,16.3167,11.6726,19.8108,28.5057,3.46112,-6.28861,-6.09083,-24.6673,-11.7751,-6.9845,-0.553046,-27.59,23.8982,20.243,23.6784,-3.70284,14.9689,-4.93346,10.7423,7.55585,-7.41668,-10.5372,-4.0984,3.93462e+08,0.81924,
1,74,101100010001111100010001011101001000100100000111011001011000110101101011001101110001010110110001101111000111101110001111010000110100001101000001010000111100100111011101101111010010110010100110111111100001111111001011011111111100001101110101010000110010100011100101100111110100101000110111001101011011010000001111011011000110001000101001100101100011110111111011110110100011110110011110001001,11.5114,23.0118,19.2541,0.868026,-9.18203,20.2576,16.2727,3.25601,-1.04383,24.4769,-26.9528,7.94409,6.99915,-1.32218,-20.221,26.4839,17.6938,28.2273,19.9353,4.79429,-8.91833,4.78696,18.148,7.61445,-4.59651,-13.7822,-9.15273,29.5165,8.40557,-15.8699,3.90765e+08,0.813626,
1,72,001111011100110110101110110110011110010001110001101101010101111101100010100011110100101001001010100011101111111110001011101101001101011101011001011111110011001100100010010011001010010110100101100010001000000110010010000001101100100011011000010011011101001001001010010111111001000111100010000110000100001101100001001110010000000010011111100101100110111101101001101011011010001010000010110010,-15.5183,12.6248,-5.72458,-16.6756,-9.85594,16.1995,19.3566,-10.2075,29.8974,-2.2012,-8.11256,14.9103,-18.2505,5.92968,-5.29972,-14.0532,4.22293,20.8876,-7.2189,24.6453,8.90368,-21.6201,1.42473,-23.6638,-16.639,-25.3266,-8.9696,12.3831,21.1366,-28.6961,3.90273e+08,0.812601,
1,53,110001010011100110011111101010000110100101010100111100100001011111010011111110111011101010010000100111001000001011101101100011010010001111111100100011010100001000011010001101011101101000111001111111001100010101110011100011111101111011010000000010111001111000011110001000011001001000000001110101111011101000010111111111010100010001110001010101000100011100011001001011100100010111001111001110,16.2288,-17.8257,7.88548,9.95849,-22.1548,9.36516,25.9346,1.14638,0.684898,11.6359,3.73947,-13.4452,-22.1182,-4.75766,3.39519,23.9495,-2.91906,29.0331,-14.9615,18.5289,22.9972,-21.5615,-2.36235,18.9244,29.3627,3.32194,-10.9913,2.94836,23.5246,7.13832,3.90082e+08,0.812202,
1,45,011011011111111010110000101001011010110100100010011001111001110100000010011000100110000001111001001011110100011110111110001000001010110010000011101001011100101111101111101110111100000110001000101110101001011000001001111111000011000010001011100100111111000100001011010111101110000110110011110001111101011110011100100001111010100011010001000110011000110010001000011100111001000111100011101001,-4.22293,20.177,5.32169,4.03247,-1.44671,-28.8866,5.65132,17.225,-13.1889,15.9578,11.7312,19.4299,14.7638,-1.98877,-6.99182,19.8547,-27.6633,1.42473,-19.1515,28.2493,12.6395,15.7966,26.711,14.273,1.79832,-23.8762,-6.04688,-14.0093,-16.617,16.7122,3.88773e+08,0.809477,
1,91,111001011010111000111011101001011100101010101101101001111001001001001010001000010101100101001110001100100011010100010000110100010111100000111001110000110111011010111110010000001111001101000001101001010110001001010000111101001111111111011111110001111010011110001010101001000111010110001101100000101011100010001000000111100000011110010000100001011011100110011100011001110001010000001011100110,23.8323,16.7489,5.43157,-9.65084,-1.60786,4.75034,-9.76804,-3.38054,-17.562,-23.8689,22.7115,22.9093,-4.71371,0.443169,18.8512,-19.906,-11.028,7.49725,-0.208766,19.635,9.90722,25.1068,-7.34343,16.0017,-22.9679,26.7403,-24.638,18.3311,-3.45379,-24.5648,3.8738e+08,0.806577,
1,28,011111101110001111100000101011000111100111101100100011010101010001000100010111000010010000100111011001110010111101011101101011111101100111011111011011100101110110110110010101110000000010100110001111010010111011101110101110000111110111010000110101010001000100100011001001111001000100111110111110100010100110100011011100011111110000100000110110110001101010111001101010101101000011100010100011,-0.260042,-0.919302,11.6945,27.7219,19.9866,2.04737,-27.883,-16.1189,-18.9025,12.6541,-5.74655,12.9325,21.4223,10.7862,-20.2649,24.7186,25.9565,-26.3155,-14.2217,2.01074,-18.1699,-21.9204,14.6612,-11.9289,-3.28531,0.963252,-4.58918,-8.24441,10.5592,16.1995,3.83643e+08,0.798796,
1,87,011000000010100100101001111000100101000001010010010001110100101001011110111100100000100010110000110011100111111000111010100111101111101111010011000010100111001111100000001111100111111101000011101011111001111101010000001101111000100000100110101110001110010000100001000110111001000001100101110110100001111111110011101111111001101001010011011100110000100100111100101011111010010000111011011011,-7.46063,-21.2758,2.1719,-20.3602,-2.66268,14.5074,0.509095,1.51264,-0.413869,-10.3467,26.0884,1.22696,-15.467,-0.706873,18.9684,-0.706873,-11.2038,26.4913,6.30326,-3.26334,-25.8467,-22.316,-2.22317,29.9121,14.9103,-12.5589,17.8476,7.10902,28.6595,-2.1426,3.83448e+08,0.79839,
1,44,001111011100110110101110110110011110010001110001101101010010100011010110000011011101000011010000100110111110010100010010110101111101000110110110011001001000101110001110001100111010111011000110100001001010011110010001010101011101011110011100010001100001000101011110110110001000001001100011101100100000100011111011111001111110111011010100110101110101010110001110111010101101000011100010100011,-15.5183,12.6248,-5.72458,-16.6756,-10.6544,10.3394,-2.76523,1.13906,23.6931,-8.6766,-13.394,-18.2212,13.3354,-5.77585,11.6359,-21.2758,4.06178,13.8188,-3.49042,-27.9709,25.6782,-28.8866,25.4365,-13.1596,24.3597,21.2392,-8.12721,16.7489,10.5592,16.1995,3.82006e+08,0.795388,
1,88,011010110110010000010001111100100100110100010111110011100111111000011011000100011010111101111110001111011011010110100111111100001111010011100010011010001000001101011001101011000101111110000010110011000000101001110000110000011101110101011000010011111101111010111011011001000110101010110110011100000001001111111011010000101110111101000100001001100010010000101000010010110011001010110001101110,-4.83091,0.523746,17.1591,2.78721,24.3523,-17.3129,-4.72104,26.7037,12.5736,29.5605,19.5837,-17.7524,-17.4374,-9.204,22.6676,-7.424,-3.57099,-16.0164,-7.21157,26.103,12.7201,20.0232,6.56696,7.46795,-14.3169,24.4988,5.7612,-25.2826,11.9949,-6.69149,3.81269e+08,0.793854,
1,90,000011100110011100011111001000010110001011010100010001101001000111011010101100101011011110110000010001011011011110111010110101100110110101001101100101000011000010110001010011000001000011111011100100011100001110001001000000111110010011000000010001001010101001110111001011110010010100001111011110010000101001110101101101110100000110111101111001111011110111110101000101010010110100010000100101,-26.6304,23.4147,1.30021,-5.12392,-5.36565,12.515,10.7643,0.509095,13.0643,-8.72055,12.471,17.3715,-27.4069,5.65865,-15.2619,3.30729,2.1133,-0.794775,-29.7509,-10.0244,-3.05823,-12.6322,22.0962,-10.3907,12.9545,-16.9393,7.25552,28.7254,-10.5885,-22.2281,3.78334e+08,0.787742,
1,42,010100110000010010000111001001100111101101100101011101100000000111101000010001101011101110011100001111111010100011000000110000000111010101011100111011100011000011111111100111100010000111010000111011000110111100000000111111000101011010001001010100001010011010111000010111010001110010100101000111110000110000110011101101100111011001001010001110010011101000101011001100111101001011000110101000,-10.5445,3.95922,6.07618,11.8923,-7.47528,18.8805,10.9913,22.9679,9.55561,-24.367,20.0305,-2.08399,-26.2569,-15.8772,-2.75791,-6.68417,-29.7729,2.53815,-21.2685,-10.4639,1.36613,-16.5731,-13.1815,-7.12367,12.764,17.1737,23.6565,-24.9383,-15.6648,3.10951,3.59835e+08,0.749225,
1,36,110111110110001010011011001000011011000000001111011100011001000101100010110011001000100011011101100100101010111100010000110101000001110100100110101011011101100111010011101001101001101111001011110011000111101110111010111100111011000101101000000010010001001110110011110001010010011101000110010100100100001110110100110111000010001010000101111001000101001100111001110111000110000110101011100000,22.3599,-10.4566,1.58589,-28.1907,-24.1253,16.3167,-21.9863,25.4511,11.0353,-23.7883,-2.67,-9.62886,6.85264,-11.907,26.9454,-6.59626,13.8188,-2.30375,7.53388,2.31107,-15.8625,-11.592,4.82359,-23.0558,21.5981,-11.0792,4.05445,6.77939,16.4339,-9.60689,3.5915e+08,0.7478,
1,64,001011010011000111000001000100001001000101110110100111101110100111000110000110100101011111101000011001000101111011111100101000100010100100011111100001010000010100011100110100111101111100010110101100100111110011101001110101100010010010101010101101000000001100101110010001100101010110111001111001001000111101011101111100101100000101110111001110100000100110010010100101100000101010100100011100,-19.4079,-16.8441,-14.4708,13.8994,25.9272,2.86046,5.15322,-14.2657,-7.73898,4.75034,8.55207,15.5915,-10.8302,9.31388,16.3313,4.66243,24.8065,16.075,10.0391,-29.6337,23.5319,10.1856,-1.60786,-1.19033,26.9015,-19.0123,24.4109,17.1811,-7.34343,-12.9178,3.52642e+08,0.734247,
1,70,111111001101100101101100100011010001001010010111001000111000010010110110000101100100011110001110011000101100110001111001111101011110010011011011011011011111010011111000000110011010111110000011001111001011011010011010110100010111100001110000011010111110000111101111010011110110000010100110101001100010011000110010010011011101001010000000010110000101110101101011101101010101010101100100111010,29.2675,-19.32,-17.7451,-12.2879,-16.8075,-4.64778,4.19363,-3.02893,17.9282,-15.2985,4.55256,12.8885,-11.3649,-17.9648,22.6895,23.8396,6.28861,-18.9757,15.3937,26.4766,27.4142,15.3058,9.73874,-18.3824,-11.7605,-11.2404,-7.1603,12.6248,-10.0024,17.3056,3.41682e+08,0.711428,
