generacion, id, cromosoma, valor 1,valor 2,valor 3,valor 4,valor 5,valor 6,valor 7,valor 8,valor 9,valor 10,valor 11,valor 12,valor 13,valor 14,valor 15,valor 16,valor 17,valor 18,valor 19,valor 20,valor 21,valor 22,valor 23,valor 24,valor 25,valor 26,valor 27,valor 28,valor 29,valor 30,aptitud_individuo, valor_esperado, promedio_generacion
0,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001110110010111110100011111000001000011110101111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111001011111000010101010111110100001001111110000100110001101000010110100000101010001111111001100101111111111101000000011111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.22244,5.5854,-15.4597,-26.4034,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.3225,26.4107,-7.67306,-11.3063,-12.0901,-27.363,-20.1038,26.9967,29.9634,-29.0844,-26.6964,1.01003e+09,2.09345,4.8247e+08,
1,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001110110010111110100011111000001000011110101111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111001011111000010101010111110100001001111110000100110001101000010110100000101010001111111001100101111111110101000000011111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.22244,5.5854,-15.4597,-26.4034,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.3225,26.4107,-7.67306,-11.3063,-12.0901,-27.363,-20.1038,26.9967,29.8462,-29.0844,-26.6964,1.00884e+09,1.93792,5.20578e+08,
2,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001110110010111110100011111000001000011110101111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111001011111000010101010111110100001001111110000100110001101000010110100000101010001111111001100101111111110101010000011111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.22244,5.5854,-15.4597,-26.4034,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.3225,26.4107,-7.67306,-11.3063,-12.0901,-27.363,-20.1038,26.9967,29.8462,0.919302,-26.6964,9.3245e+08,1.72261,5.41301e+08,
3,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001110110010111110100011111000001000011110101111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111001011111000010101010111110100001001111110000100110001101000010110100000101010001111111001100101110111110101010000011111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.22244,5.5854,-15.4597,-26.4034,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.3225,26.4107,-7.67306,-11.3063,-12.0901,-27.363,-20.1038,26.9967,22.3453,0.919302,-26.6964,8.81153e+08,1.63149,5.4009e+08,
4,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001100110010111110100011111000001000011110101111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111001011111000010101010111110100001001111110000100110001101000010110100000101010001111111001100101110111110101010000011111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.25174,5.5854,-15.4597,-26.4034,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.3225,26.4107,-7.67306,-11.3063,-12.0901,-27.363,-20.1038,26.9967,22.3453,0.919302,-26.6964,8.81161e+08,1.58664,5.55364e+08,
5,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001100110010111110100011111000001000011110101111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111011011111000010101010111110100001001111110000100110001101000010110100000101010001111111001100101110111110101010000011111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.25174,5.5854,-15.4597,-26.4034,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.2639,26.4107,-7.67306,-11.3063,-12.0901,-27.363,-20.1038,26.9967,22.3453,0.919302,-26.6964,8.80602e+08,1.50518,5.85048e+08,
6,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001100110010111110100011111000001000011110101111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111011011111000010101011111110100001001111110000100110001101000010110100000101010001111111001100101110111110101010000011111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.25174,5.5854,-15.4597,-26.4034,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.2639,26.4107,-0.17214,-11.3063,-12.0901,-27.363,-20.1038,26.9967,22.3453,0.919302,-26.6964,8.80173e+08,1.54417,5.69996e+08,
7,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001100110010111110100011111000001000011110101111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111011011111000010101011111110100001001111110000100110001101000010110000000101010001111111001100101110111110101010000011111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.25174,5.5854,-15.4597,-26.4034,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.2639,26.4107,-0.17214,-11.3063,-12.0901,-27.4216,-20.1038,26.9967,22.3453,0.919302,-26.6964,8.80681e+08,1.57989,5.57433e+08,
8,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001100110010111110100011111000001000011110111111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111011011111000010101011111110100001001111110000100110001101000010110000000101010001111111001100101110111110101010000011111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.25174,5.5854,-15.4597,-26.3741,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.2639,26.4107,-0.17214,-11.3063,-12.0901,-27.4216,-20.1038,26.9967,22.3453,0.919302,-26.6964,8.80453e+08,1.53619,5.73142e+08,
9,79,111101111110000100010001001110010101010111100001100101010110011000000001010101010111001100110010111110100011111000001000011110111111111110111110111101000111011000100011111000010110011111000001101000010001011011001100101010000100111001100100111000000000111011011111000010101011111110100001001111110000100110001101000010110000000101010001111111001100101110111110101010000010111010000111000011,28.1028,-22.001,23.7517,26.44,-9.75339,-29.3774,-8.25174,5.5854,-15.4597,-26.3741,29.7656,-1.35148,-6.97717,15.6574,26.3521,-27.9636,17.9722,-27.7072,4.57453,-28.2639,26.4107,-0.17214,-11.3063,-12.0901,-27.4216,-20.1038,26.9967,22.3453,0.684898,-26.6964,8.80453e+08,1.52065,5.78999e+08,
