generacion, id, cromosoma, valor 1,valor 2,valor 3,valor 4,valor 5,valor 6,valor 7,valor 8,valor 9,valor 10,valor 11,valor 12,valor 13,valor 14,valor 15,valor 16,valor 17,valor 18,valor 19,valor 20,valor 21,valor 22,valor 23,valor 24,valor 25,valor 26,valor 27,valor 28,valor 29,valor 30,aptitud_individuo, valor_esperado, promedio_generacion
0,62,010101000100011100000111100110110011100100000110110101010011010010001011001101011101001100111100011100011110011100001111010110111111110011010110100010100101000011000001100000101000010110000110011000001110111000110010011010000100000100000000010110110000110111000010000000100000001000101000011111011100000000011110000001111011100010000100101000001111010100111001110001100111000001101101100010,-10.2515,22.7262,-4.47931,0.8021,-10.4786,-24.7479,-2.62605,23.3341,24.1546,25.1947,27.0407,-13.7895,-27.1652,-28.8207,-7.12367,-28.2566,-18.1846,-28.0955,-29.6704,1.61519,-22.4698,-28.9891,-22.6309,-29.7802,-28.1907,-26.1177,0.897326,6.77207,-5.85643,21.349,9.30457e+08,1.94526,4.7832e+08,
1,62,010101000100011100000111100110110011100100000110110101010011010010001011001101011101001100111100011100011110011100001111010110111111010011010110100010100101000011000001100000101000010110000110011000001110111000110010011010000100000100000000010110110000110111000010000000100000001000101000011111011100000000011110000001111011100010000100101000001111010100111001110001100111000001101101100010,-10.2515,22.7262,-4.47931,0.8021,-10.4786,-24.7479,-2.62605,23.3341,24.1546,25.1947,19.5397,-13.7895,-27.1652,-28.8207,-7.12367,-28.2566,-18.1846,-28.0955,-29.6704,1.61519,-22.4698,-28.9891,-22.6309,-29.7802,-28.1907,-26.1177,0.897326,6.77207,-5.85643,21.349,8.94065e+08,1.8113,4.93603e+08,
2,77,110010110100011001000101100001101100001001110000101011100011111100100101101011100010001101100110110101000001100111100000000000010100110110100100000011011010010100100011010010001000010100011101001111000001001111101111100001101001001110111100100111100001001101101110101011110110100011010100001000110100000000001000010100101110110110100011110001010011010010110011100000010100101101111000000000,17.6425,17.0419,-23.6638,-16.8001,23.4294,-12.3392,2.07667,-17.1957,-23.9348,-29.9634,-17.2104,-28.4031,-10.735,3.99585,-13.2914,22.6456,26.1397,19.3273,26.8356,-27.7292,25.0702,19.1442,-27.9343,-29.9414,-10.5665,12.3025,-25.1215,-8.96228,-25.1508,26.2569,8.2846e+08,1.57215,5.26958e+08,
3,21,000000101101011010100110111101101100011010110001101111011111011100010010011101111100011111001100110000000110010111110101111110011011011011010111111101010011000100010101011111000001110111101010111000101110001111110110111010111001110110110000010011000001101111010000011100111111001111100010100010000011000010101011110010011011100001101011100010100111011111110001001111101110010010101000001111,-29.3407,19.8913,21.3564,-9.1747,22.3746,-21.349,26.711,-6.09083,-6.10548,14.815,21.415,28.7401,-25.9419,28.1834,-1.23428,-24.5867,27.8757,-2.88243,15.2838,-26.7403,-28.3079,24.323,7.98071,1.25626,17.2836,-26.8502,-20.1917,28.2713,25.854,-11.1378,8.39632e+08,1.53376,5.47433e+08,
4,21,000000101101011010100110111101101100011010110001101111011111011100010010011101111100011111001100110000000110010111110101111110011011011011010111111101010011000100010101011111000001110111101010111000101110001111110110111010111001110110110000010011000001101111010000011100111111000111100010100010000011000010101011110010011011100001101011100010100111011111110001001111101110010010101000001111,-29.3407,19.8913,21.3564,-9.1747,22.3746,-21.349,26.711,-6.09083,-6.10548,14.815,21.415,28.7401,-25.9419,28.1834,-1.23428,-24.5867,27.8757,-2.88243,15.2838,-26.7403,-28.3079,23.3854,7.98071,1.25626,17.2836,-26.8502,-20.1917,28.2713,25.854,-11.1378,8.34864e+08,1.53321,5.4452e+08,
5,21,000000101101011010100110111101101100011010110001101111011111011100010010011101111100011111001100110000000110010111110101111110011011011011010111111101010011000100010101011111000001110111101010111000101110001111110110111010111001110110110000010011000001101111010000011100111111000111100010100010100011000010101011110010011011100001101011100010100111011111110001001111101110010010101000001111,-29.3407,19.8913,21.3564,-9.1747,22.3746,-21.349,26.711,-6.09083,-6.10548,14.815,21.415,28.7401,-25.9419,28.1834,-1.23428,-24.5867,27.8757,-2.88243,15.2838,-26.7403,-28.3079,23.3854,8.09791,1.25626,17.2836,-26.8502,-20.1917,28.2713,25.854,-11.1378,8.34883e+08,1.54149,5.4161e+08,
6,43,111110001011111110001101111011000000000000101101011010100110111101101100011010110001101111011111011100010010011101111100011111000100110000000110010111110101111110011011011011010111111111100011110000110100000100011010011111101010011101101101111001011011010001100000010000110000011011010010111101010000000010001110101111111010100100011111110110011101001001010011001000001110000010101001111101,28.3006,26.6597,11.255,-24.682,9.13075,20.8216,16.6317,28.9598,-20.7484,3.64424,-18.7267,-18.8292,28.5277,21.3271,28.3519,-23.8982,-23.7956,19.906,13.0277,21.1439,-29.0184,-26.8063,14.3609,-28.9598,14.9249,-21.5688,-5.7905,-20.2576,-26.711,-10.3321,8.41975e+08,1.51036,5.57468e+08,
7,62,010111000100011100000111100110110011100100000110100100010011010010001011001101011101001100111100011100011110011100001011010110111111010011010110100011100101000011000001100000101000010110000110011000001110111000110010011010000100000100000000010110110000110111000010000000100010001000101000011111011100000000011110000001111011100010000100101000001111010100111001110001100111000001101101100010,-8.37627,22.7262,-4.47931,0.772799,-25.4804,-24.7479,-2.62605,23.3341,24.1546,-4.80894,19.5397,-13.3207,-27.1652,-28.8207,-7.12367,-28.2566,-18.1846,-28.0955,-29.6704,1.61519,-22.4698,-13.9873,-22.6309,-29.7802,-28.1907,-26.1177,0.897326,6.77207,-5.85643,21.349,8.28793e+08,1.47037,5.63662e+08,
8,35,111101110101000011101101010110111001111100100110001101000000110001110111110100110111001111011110101010110111011110000001100111110111101001001001110111100010101001101010010100111011011110010100000110111011111100000111000100010001011010110110110110001110111010010000101100101000001011111110011101101001100100110111001011010011000001100010101100011000100001100100101011111000010100000001000110,27.9709,-23.0485,-4.10573,4.47931,-14.8224,26.169,21.7885,27.5095,-1.98877,-17.833,24.6453,26.0371,9.0575,9.24063,23.6784,22.0303,-28.3445,-21.8398,21.4223,-2.04004,-27.3849,-28.6009,6.94787,17.2836,-19.4079,-27.1139,16.4412,-18.2066,28.2053,-29.4872,8.32355e+08,1.49973,5.55004e+08,
9,35,111101110101000011101101010110111001111100100110001101000000110001110111110100110111001111011110101010110111011110000001100111110111101001001001110111100010101001101010010100111011011110010100000110111011111100000111000100010001011010110110110110001110111010010000101100101000001011111110011101101001100100110111001011010011000001100010101100011000100001100100101011110000010100000001000110,27.9709,-23.0485,-4.10573,4.47931,-14.8224,26.169,21.7885,27.5095,-1.98877,-17.833,24.6453,26.0371,9.0575,9.24063,23.6784,22.0303,-28.3445,-21.8398,21.4223,-2.04004,-27.3849,-28.6009,6.94787,17.2836,-19.4079,-27.1139,16.4412,-18.2066,26.3301,-29.4872,8.17976e+08,1.4983,5.45938e+08,
