generacion, id, cromosoma, valor 1,valor 2,valor 3,valor 4,valor 5,valor 6,valor 7,valor 8,valor 9,valor 10,valor 11,valor 12,valor 13,valor 14,valor 15,valor 16,valor 17,valor 18,valor 19,valor 20,valor 21,valor 22,valor 23,valor 24,valor 25,valor 26,valor 27,valor 28,valor 29,valor 30,aptitud_individuo, valor_esperado, promedio_generacion
0,50,001000101000100000011010010000010001001000110010110011010100101110011011100011011000001101111111000000001000001000010010010111000011011001011010110101010011110110011001101010101000011110110010101100111010110000001000011010010011111010001110001000000010001000110000111000100010101101101011111001010100000011101011001001111110100010100101010001110001110111001010111011110110100000111111111001,-21.9058,-29.2309,-28.9965,-24.052,19.862,-17.0858,-7.29948,28.1321,0.48712,-12.3025,20.9608,-5.01404,21.0048,-10.0684,25.4731,6.88927,-28.0295,-20.6678,-16.7562,-25.9932,-26.689,-9.65084,28.4398,-28.2786,-20.6458,-25.1581,-23.3341,23.781,27.7805,-0.0476132,8.8257e+08,1.77137,4.98241e+08,
1,50,001000101000100000011010010000010001001000110010110011010100101110011011100011011000001101111111000000001000001000010010010111000011011001011010110101010011110110011001101010101000011110110010101100111010110000001000011110010011111010001110001000000010001000110000111000100010101101101011111001010100000011101011001001111110100010100101010001110001110111001010111011110110100000111111111001,-21.9058,-29.2309,-28.9965,-24.052,19.862,-17.0858,-7.29948,28.1321,0.48712,-12.3025,20.9608,-5.01404,21.0048,-10.0684,25.4731,6.88927,-28.0149,-20.6678,-16.7562,-25.9932,-26.689,-9.65084,28.4398,-28.2786,-20.6458,-25.1581,-23.3341,23.781,27.7805,-0.0476132,8.82435e+08,1.77032,4.98461e+08,
2,50,001000101000100000011010010000010001001000110010110011010100101110011011100011011000001101111111000000001000001000010010010111000011011001011010110101010011110110011001101010101000011110110010101100111010110000001000011110010011111010001110001000000010001000110000111000100010101101101011111001010100000011101011001001111110100010100101010001110001110111001010111011110110100000111111011001,-21.9058,-29.2309,-28.9965,-24.052,19.862,-17.0858,-7.29948,28.1321,0.48712,-12.3025,20.9608,-5.01404,21.0048,-10.0684,25.4731,6.88927,-28.0149,-20.6678,-16.7562,-25.9932,-26.689,-9.65084,28.4398,-28.2786,-20.6458,-25.1581,-23.3341,23.781,27.7805,-0.282017,8.82435e+08,1.65613,5.3283e+08,
3,50,001000101000100000011010010000010101001000110010110011010100101110011011100011011000001101111111000000001000001000010010010111000011011001011010110101010011110110011001101010101000011110110010101100111010110000001000011110010011111010001110001000000010001000110000111000100010101101101011111001010100000011101011001001111110100010100101010001110001110111001010111011110110100000111111011001,-21.9058,-29.2309,-28.7621,-24.052,19.862,-17.0858,-7.29948,28.1321,0.48712,-12.3025,20.9608,-5.01404,21.0048,-10.0684,25.4731,6.88927,-28.0149,-20.6678,-16.7562,-25.9932,-26.689,-9.65084,28.4398,-28.2786,-20.6458,-25.1581,-23.3341,23.781,27.7805,-0.282017,8.8006e+08,1.61477,5.45006e+08,
4,23,100010001110100110000010101111101111010000001110000010011100101111000010010010001001001110010000100110000101000000101101101000000111110111011000010111001110000110110011000011000010101110110111100111101001100011100101010100101000110000111110110101010000101111010001000101110001011110011100110001110000111111100011100111111001111110110011001111110000000101000001110111110111110000000001110111,2.09132,-18.6754,29.0258,-28.3592,6.73544,1.07313,-21.3564,1.11708,-11.2111,12.2,27.9856,-19.1149,-23.6272,-24.3011,25.7588,27.3703,23.7517,-10.8961,28.9086,1.38811,-25.9126,-18.9318,-18.3384,-0.208766,7.40935,27.7512,29.0697,7.71701,28.0735,-29.1283,8.37799e+08,1.52594,5.49036e+08,
5,23,100010001110100110000010101111101111010000001110000010011100101111000010010010001001001110010000100110000101000000101101101000000111110111011000010111001110000110110011000011000010101110110111100111101001100011100101010100101000110000111110110101010000101111010001000101110001011110011100110001111000111111100011100111111001111110110011001111110000000101000001110111110111110000000001110111,2.09132,-18.6754,29.0258,-28.3592,6.73544,1.07313,-21.3564,1.11708,-11.2111,12.2,27.9856,-19.1149,-23.6272,-24.3011,25.7588,27.3703,23.7517,-10.8961,28.9086,1.38811,-25.9126,-18.9318,-18.3091,-0.208766,7.40935,27.7512,29.0697,7.71701,28.0735,-29.1283,8.37721e+08,1.52569,5.49075e+08,
6,50,001000101000100000011010010000010101001000110010110011010100101110011011100011011000001101101111000000001000001000010010010111000011011001011010110101010011110110011001101010101000011110110010101100111010110000001000011110010011101010001110001000000010001000110000111000100010101101101011111001010100000011101011001001111110100010100101010001110001110111001010111011110110100001111111011001,-21.9058,-29.2309,-28.7621,-24.052,19.862,-17.0858,-7.29948,-1.87157,0.48712,-12.3025,20.9608,-5.01404,21.0048,-10.0684,25.4731,6.88927,-28.0149,-20.785,-16.7562,-25.9932,-26.689,-9.65084,28.4398,-28.2786,-20.6458,-25.1581,-23.3341,23.781,27.7805,29.7216,8.95104e+08,1.58062,5.66301e+08,
7,50,001000101000100000011010010000010101001000110010110011010100101110011011100011011000001101101111000000001000001000010010010111000011011001011010110101010011110110011001101010101000011110110010101100111010110000001000011110010011101010001110001000000010001000110000111000100010101101101011111001010100000011001011001001111110100010100101010001110001110111001010111011110110100001111111011001,-21.9058,-29.2309,-28.7621,-24.052,19.862,-17.0858,-7.29948,-1.87157,0.48712,-12.3025,20.9608,-5.01404,21.0048,-10.0684,25.4731,6.88927,-28.0149,-20.785,-16.7562,-25.9932,-26.689,-9.65084,28.4398,-28.513,-20.6458,-25.1581,-23.3341,23.781,27.7805,29.7216,8.97363e+08,1.55848,5.75793e+08,
8,50,001000101000100000011010010000010101001000110010110011010100101110011011100011011000001101101111000000001000001000010010010111000011011001011010110101010011110110011001101010101000011110110010101100111010110000001000011110010011101010001110001000000010001000110000111000100010101101101011111001010100000011101011001001111110100010100101010001110001110111001010111011110110100001111111011001,-21.9058,-29.2309,-28.7621,-24.052,19.862,-17.0858,-7.29948,-1.87157,0.48712,-12.3025,20.9608,-5.01404,21.0048,-10.0684,25.4731,6.88927,-28.0149,-20.785,-16.7562,-25.9932,-26.689,-9.65084,28.4398,-28.2786,-20.6458,-25.1581,-23.3341,23.781,27.7805,29.7216,8.95104e+08,1.55213,5.76694e+08,
9,23,000010001110100110000010101111101111010000001110000010011100101111000010010010000001001110010000100110000101000000101101101000000111110111011000010111001110000110110011000011000010101110110111100111101001100011000101010100101000110000111110110101010000101111010001010101110001011110011100110001111000111111100011100111111001111110110011001111110000000101000001110111110111110000000001110111,-27.9123,-18.6754,29.0258,-28.3592,6.73544,1.07313,-28.8573,1.11708,-11.2111,12.2,27.9856,-19.1149,-23.6272,-24.3011,25.7588,27.3703,16.2508,-10.8961,28.9086,1.38811,-24.975,-18.9318,-18.3091,-0.208766,7.40935,27.7512,29.0697,7.71701,28.0735,-29.1283,9.2451e+08,1.59185,5.80776e+08,
10,23,000010001110100110000010101111101111010000001110000010011100101111000010010010000001001110010000100110000101000000101101101000000111110111011000010111001110000110110011000011000010101110110111100111101001100011000101010100101000110000111110110101010000101111010001010101110001011110011100110001111000111111100011100111111001111100110011001111110000000101000001110111110111110000000001110111,-27.9123,-18.6754,29.0258,-28.3592,6.73544,1.07313,-28.8573,1.11708,-11.2111,12.2,27.9856,-19.1149,-23.6272,-24.3011,25.7588,27.3703,16.2508,-10.8961,28.9086,1.38811,-24.975,-18.9318,-18.3091,-0.208766,7.40935,24.0007,29.0697,7.71701,28.0735,-29.1283,8.99909e+08,1.57176,5.72549e+08,
11,50,001000101000100000011010010000010101001000111010110011010100101110011011100011011000001101101111000000001000001000010010010111000011011011010010110101010011110110011001101010101000011110110010101100111010110000001000011110010011101010001110001000000010001000110000111000100010101101101011111001010100000011101011001001111110100010100101010001110001110111001010111011110110100001111111011001,-21.9058,-29.2309,-28.7621,-23.1144,19.862,-17.0858,-7.29948,-1.87157,0.48712,-12.3025,21.4003,-5.01404,21.0048,-10.0684,25.4731,6.88927,-28.0149,-20.785,-16.7562,-25.9932,-26.689,-9.65084,28.4398,-28.2786,-20.6458,-25.1581,-23.3341,23.781,27.7805,29.7216,8.91425e+08,1.54247,5.77919e+08,
12,23,000010001110100110000010101111101111010000001110000010011100101111000010010010000001001110010000100110000101000000101101101000000111110111011000010111001110000110100011000011000010101110110111100111101001100011000101010100101000110000111110110101010000101111010001010101110001011110011100110001111000111111100011100111111001111100110011001111110000000101000001110111100111110000000001110111,-27.9123,-18.6754,29.0258,-28.3592,6.73544,1.07313,-28.8573,1.11708,-11.2111,12.2,27.9856,-19.1149,-23.8616,-24.3011,25.7588,27.3703,16.2508,-10.8961,28.9086,1.38811,-24.975,-18.9318,-18.3091,-0.208766,7.40935,24.0007,29.0697,7.71701,24.323,-29.1283,8.75695e+08,1.49968,5.83922e+08,
13,23,000010001110100110000010101111101111010000001110000010011100101111000010010010000001001110010000100110000101000000101101101000000111110111011000010111001110000110100011000011000010101110110111100111101001100011000101010100101000110000111110110101010000101111010011010101110001011110011100110001111000111111100011100111111001111100110011001111110000000101000001110111100111110000000001110111,-27.9123,-18.6754,29.0258,-28.3592,6.73544,1.07313,-28.8573,1.11708,-11.2111,12.2,27.9856,-19.1149,-23.8616,-24.3011,25.7588,27.3703,16.2508,-10.8961,28.9086,1.38811,-17.4741,-18.9318,-18.3091,-0.208766,7.40935,24.0007,29.0697,7.71701,24.323,-29.1283,8.44097e+08,1.43858,5.86756e+08,
14,23,000010001110100110000010101111101111010000001110000010011100101111000010010010000001001110010000100110000101000000101101101000000111110111011000010111001110000110100011000011000010101110110111100111101001100011000101110100101000110000111110110101010000101111010011010101110001011110011100110001111000111111100011100111111001111100110011001111110000000101000001110111100111110000000001110111,-27.9123,-18.6754,29.0258,-28.3592,6.73544,1.07313,-28.8573,1.11708,-11.2111,12.2,27.9856,-19.1149,-23.8616,-24.3011,25.7588,27.3703,16.368,-10.8961,28.9086,1.38811,-17.4741,-18.9318,-18.3091,-0.208766,7.40935,24.0007,29.0697,7.71701,24.323,-29.1283,8.44281e+08,1.46879,5.74812e+08,
15,45,000010011010010100100110110000100101111001001111000111101000110100011001110001101110101011100100100011011111100011100011001010001001011011111111101111011110010000110010000011011000100000001000011100010100000000000011001101110100111111111100101000100111000100000011110110111111111011101010101110001110111000001011000000001110101110001111010011000000100111100010001000101011011111101011011010,-27.7439,8.63997,-27.7805,-20.7337,24.5721,-17.9209,13.7675,-21.4662,28.3372,-6.31059,-8.44219,22.2574,-14.2657,-23.6565,-29.5092,2.3477,-29.2528,24.8431,26.8502,-16.7562,-15.5329,29.4946,10.8375,-3.66622,-29.7876,-3.29996,-18.7193,26.5059,-19.8108,20.3528,8.44884e+08,1.45587,5.80329e+08,
16,84,010111101110000110010101110000010110000101110011010101111000011110100010001010100110110100000110101110110001000010111001010110011100000011000110000100010010000001100101001100001010100000000011110110111111111011111100011011010101001001111100110000000110100001000111110000000001000000010000111000101000000000000110110101001101111111111100001111101111100100011010000100011010111011010011110001,-7.76096,-18.1113,-28.7108,13.5185,-1.76169,-13.9873,6.39116,-17.3788,-26.0811,-19.8694,-29.2748,-27.9929,-28.5203,-7.1896,-29.7802,22.4918,29.1649,9.91454,26.9601,-17.7817,-0.933952,-22.4698,-16.7269,-29.956,19.8913,29.8901,29.0404,3.05823,-23.6931,9.26993,9.31026e+08,1.62284,5.73701e+08,
17,84,010111101110000110010101110000010110000101110011010101111000011110100010001010100110110100000110101110110001000010111001010110011100000011000110000100010010000001100101001100001010100000000011110110111111111011111100011011010101001001111100110000000110100001000111110000000001000000010000111000101000000000000010110101001101111111111100001111101111100100011010000100011010111011010011110001,-7.76096,-18.1113,-28.7108,13.5185,-1.76169,-13.9873,6.39116,-17.3788,-26.0811,-19.8694,-29.2748,-27.9929,-28.5203,-7.1896,-29.7802,22.4918,29.1649,9.91454,26.9601,-17.7817,-0.933952,-22.4698,-16.7269,-29.9853,19.8913,29.8901,29.0404,3.05823,-23.6931,9.26993,9.31358e+08,1.58046,5.89295e+08,
